_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
226.2795236,-47.05124517,73807,15 05 07.11,-47 03 04.3,3.91,226.279607,-47.05119386,6.56,-23.39,-21.11,0.96,-0.144, ,226.2795236,-47.05124517
226.329858,-41.06723583,73826,15 05 19.15,-41 04 02.0,5.13,226.3297851,-41.06723379,8.88,22.64,-0.84,0.94,1.011, ,226.329858,-41.06723583
226.357644,48.15097252,73841,15 05 25.89,+48 09 03.2,5.59,226.3578817,48.15090031,12.55,-65.26,29.71,0.52,-0.005, ,226.357644,48.15097252
226.5696519,54.55631811,73909,15 06 16.67,+54 33 22.6,5.24,226.5694546,54.55628697,12.53,47.07,12.81,0.53,0.958, ,226.5696519,54.55631811
226.6383218,-30.91848265,73937,15 06 33.21,-30 55 06.3,5.97,226.6383869,-30.91841299,10.44,-23,-28.66,0.96,-0.076,P,226.6383218,-30.91848265
226.6566509,-16.25681782,73945,15 06 37.62,-16 15 24.3,5.19,226.6567431,-16.25676124,4.26,-36.41,-23.28,0.8,1.589, ,226.6566509,-16.25681782
226.8252746,24.86919552,73996,15 07 17.95,+24 52 10.5,4.93,226.8247795,24.86959294,50.7,184.81,-163.51,0.76,0.429, ,226.8252746,24.86919552
226.8581374,-49.0886123,74006,15 07 25.93,-49 05 19.1,5.77,226.8580547,-49.08863539,9.35,22.29,9.5,0.66,0.92, ,226.8581374,-49.0886123
227.050519,-40.58392988,74066,15 08 12.15,-40 35 01.9,5.75,227.0506105,-40.58385604,7.9,-28.59,-30.38,0.85,-0.113, ,227.050519,-40.58392988
227.0990878,26.30115255,74087,15 08 23.78,+26 18 04.3,5.67,227.0990848,26.30118271,7.77,1.14,-12.41,0.83,1.24, ,227.0990878,26.30115255
227.1481821,25.10863507,74096,15 08 35.56,+25 06 31.1,5.82,227.1481872,25.10863675,6.39,-1.91,-0.69,0.74,1.233, ,227.1481821,25.10863507
227.1633219,-42.86792148,74100,15 08 39.21,-42 52 04.3,5.85,227.1633899,-42.86786973,7.34,-20.52,-21.29,0.82,-0.123, ,227.1633219,-42.86792148
227.2108967,-45.27985752,74117,15 08 50.63,-45 16 47.3,4.07,227.2109565,-45.27979406,8.02,-17.32,-26.11,0.69,-0.162, ,227.2108967,-45.27985752
227.3746395,-67.08413313,74184,15 09 29.92,-67 05 02.9,5.76,227.3746641,-67.08412683,0.54,-3.94,-2.59,0.68,0.675, ,227.3746395,-67.08413313
227.5305203,-38.79251125,74224,15 10 07.34,-38 47 32.9,5.98,227.5305968,-38.79246057,6.98,-24.53,-20.85,0.82,0.867, ,227.5305203,-38.79251125
227.577629,-26.33262119,74239,15 10 18.65,-26 19 57.4,5.75,227.5777162,-26.3326008,7.25,-32.15,-8.39,1,1.045, ,227.577629,-26.33262119
227.7867268,-84.78781204,74296,15 11 08.79,-84 47 16.2,5.88,227.7866406,-84.78782184,10.24,3.22,4.03,0.48,-0.031, ,227.7867268,-84.78781204
227.8165848,-55.3460324,74305,15 11 15.98,-55 20 45.7,5.45,227.8166012,-55.34601439,1.61,-3.82,-7.41,0.76,1.118, ,227.8165848,-55.3460324
227.9836486,-48.73781871,74376,15 11 56.16,-48 44 15.7,3.88,227.9840043,-48.73770212,17.89,-96.52,-47.97,1.26,-0.029,G,227.9836486,-48.73781871
227.9903253,-48.74368674,74380,15 11 57.77,-48 44 36.9,5.7,227.9906876,-48.74357642,16.89,-98.31,-45.39,5.08,0.144, ,227.9903253,-48.74368674
228.0177601,18.97603118,74386,15 12 04.27,+18 58 33.6,5.9,228.0178022,18.97600352,3.93,-16.41,11.38,1.45,1.414,D,228.0177601,18.97603118
228.0553754,-19.79171054,74392,15 12 13.31,-19 47 29.9,4.54,228.0554674,-19.79163143,8.66,-35.59,-32.55,0.98,-0.071, ,228.0553754,-19.79171054
228.071229,-52.09924722,74395,15 12 17.20,-52 05 56.7,3.41,228.0716798,-52.09907465,28.06,-113.94,-71,0.71,0.918, ,228.071229,-52.09924722
228.2066166,-44.50041361,74449,15 12 49.60,-44 30 01.3,4.83,228.2066864,-44.50035965,7.18,-20.49,-22.2,0.72,-0.177, ,228.2066166,-44.50041361
228.472136,-26.19356953,74539,15 13 53.32,-26 11 36.8,5.84,228.4721739,-26.19355939,3.55,-14.01,-4.17,0.91,1.139, ,228.472136,-26.19356953
228.5251818,31.78784478,74561,15 14 06.01,+31 47 16.5,5.98,228.5250612,31.78791816,5.57,42.18,-30.19,0.68,1.552, ,228.5251818,31.78784478
228.5798973,-70.07947569,74582,15 14 19.17,-70 04 46.0,5.75,228.579866,-70.07945566,2.18,4.39,-8.24,0.6,3.271, ,228.5798973,-70.07947569
228.6214934,29.16429476,74596,15 14 29.21,+29 09 51.2,5.28,228.6216882,29.16422593,14.4,-69.99,28.32,0.65,0.062, ,228.6214934,29.16429476
228.6554968,-31.51912119,74604,15 14 37.33,-31 31 08.9,4.91,228.6555245,-31.51912564,2.86,-9.72,1.83,0.95,0.374, ,228.6554968,-31.51912119
228.6597456,67.34672247,74605,15 14 38.00,+67 20 51.6,5.15,228.6583478,67.34767598,39.51,221.51,-392.3,0.47,0.55, ,228.6597456,67.34672247
228.7973042,4.939361764,74649,15 15 11.37,+04 56 21.7,5.32,228.7973605,4.93935226,6.98,-23.06,3.91,0.95,1.092, ,228.7973042,4.93936176
228.8756792,33.31483347,74666,15 15 30.10,+33 18 54.4,3.46,228.8754324,33.31510222,27.94,84.84,-110.57,0.61,0.961, ,228.8756792,33.31483347
228.9544887,0.372138714,74689,15 15 49.14,+00 22 19.6,5.62,228.9547494,0.37210753,20.2,-107.26,12.83,0.95,0.181, ,228.9544887,0.37213871
228.9736079,-48.07366118,74696,15 15 53.66,-48 04 25.1,5.96,228.9735894,-48.07364079,19.32,5.08,-8.39,0.76,0.21, ,228.9736079,-48.07366118
229.0167648,-41.49115502,74707,15 16 04.03,-41 29 28.1,5.15,229.0167985,-41.49114318,2.54,-10.38,-4.87,0.73,0.564, ,229.0167648,-41.49115502
229.0958804,-22.39941638,74732,15 16 23.03,-22 23 57.9,5.52,229.0959695,-22.39942083,6.52,-33.86,1.83,1.16,1.357, ,229.0958805,-22.39941638
229.1528859,-60.90399654,74750,15 16 36.69,-60 54 14.4,5.74,229.1528937,-60.9039866,1.7,-1.55,-4.09,0.89,-0.057, ,229.1528859,-60.90399654
229.2370662,-60.95725471,74778,15 16 56.90,-60 57 26.1,5.04,229.2370763,-60.95724479,0.51,-2.02,-4.08,0.71,-0.077, ,229.2370662,-60.95725471
229.2517285,-9.382917398,74785,15 17 00.47,-09 22 58.3,2.61,229.2519659,-9.38286694,20.38,-96.39,-20.76,0.87,-0.071, ,229.2517285,-9.3829174
229.2745357,71.82390121,74793,15 17 05.88,+71 49 26.0,5.02,229.2745066,71.82387844,8.37,3.73,9.37,0.46,1.369, ,229.2745357,71.82390121
229.3785392,-58.80120806,74824,15 17 30.96,-58 48 03.2,4.07,229.3790009,-58.80087882,33.75,-98.39,-135.46,0.75,0.088, ,229.3785392,-58.80120806
229.4120441,-63.61046557,74837,15 17 38.89,-63 36 37.8,4.85,229.4120326,-63.61048662,8.74,2.12,8.66,0.62,1.26, ,229.4120441,-63.61046557
229.4576625,-30.14867319,74857,15 17 49.84,-30 08 55.2,4.35,229.457687,-30.14866233,10.59,-8.71,-4.47,1,1.1, ,229.4576625,-30.14867319
229.6021031,20.57277776,74896,15 18 24.51,+20 34 22.1,5.68,229.6021409,20.57280967,11.23,-14.57,-13.13,0.85,0.972, ,229.6021031,20.57277776
229.608859,-0.461234139,74901,15 18 26.13,-00 27 40.5,5.88,229.6088872,-0.46123725,3.33,-11.6,1.28,0.81,1.507, ,229.608859,-0.46123414
229.6334208,-47.87527178,74911,15 18 32.05,-47 52 30.7,4.27,229.6335359,-47.87519201,11.22,-31.74,-32.82,0.96,-0.086,G,229.6334209,-47.87527178
229.7047629,-60.4963344,74941,15 18 49.15,-60 29 46.8,5.43,229.7047785,-60.49632329,0.02,-3.17,-4.57,0.71,-0.089, ,229.7047629,-60.4963344
229.7274257,-68.67954501,74946,15 18 54.69,-68 40 46.1,2.87,229.7278701,-68.67946723,17.85,-66.48,-32,0.52,0.014, ,229.7274257,-68.67954501
229.7348944,-40.78822169,74950,15 18 56.39,-40 47 17.4,5.59,229.7349565,-40.78816875,6.34,-19.36,-21.78,0.72,-0.099,P,229.7348944,-40.78822169
229.8283239,1.765407679,74975,15 19 18.58,+01 46 00.0,5.04,229.8274163,1.76665611,40.46,373.24,-513.64,0.81,0.54, ,229.8283239,1.76540768
230.0214646,51.95851498,75043,15 20 05.14,+51 57 30.6,5.65,230.0214217,51.95848756,15.32,10.88,11.28,0.52,0.122, ,230.0214646,51.95851498
230.0356595,29.61620896,75049,15 20 08.64,+29 36 58.7,5.51,230.0359915,29.61631109,11.9,-118.74,-42.02,0.74,1.015, ,230.0356595,29.61620896
230.1821478,71.83401605,75097,15 20 43.75,+71 50 02.3,3,230.1822884,71.83397308,6.79,-18.03,17.68,0.46,0.058, ,230.1821478,71.83401605
230.2583168,0.715336692,75119,15 21 02.02,+00 42 56.1,5.35,230.25842,0.71558981,13.38,-42.48,-104.14,0.86,1.191, ,230.2583168,0.71533669
230.2817092,-5.824853346,75127,15 21 07.64,-05 49 29.4,5.54,230.281836,-5.82482695,12.14,-51.92,-10.86,0.89,1.047, ,230.2817092,-5.82485335
230.3430071,-40.64751791,75141,15 21 22.34,-40 38 50.9,3.22,230.3430683,-40.64745946,6.39,-19.11,-24.05,0.86,-0.227,P,230.3430071,-40.64751791
230.4515417,-36.26137639,75177,15 21 48.44,-36 15 40.2,3.57,230.4518186,-36.26116729,9.99,-91.85,-86.03,0.79,1.534, ,230.4515417,-36.26137639
230.4523966,32.93369467,75178,15 21 48.61,+32 56 01.2,5.38,230.452538,32.93366086,13.2,-48.83,13.91,0.59,-0.051, ,230.4523966,32.93369467
230.450625,-48.31762762,75181,15 21 49.57,-48 19 01.1,5.65,230.456556,-48.31695913,68.7,-1622.71,-275.1,0.79,0.639, ,230.450625,-48.31762762
230.5344622,-47.92779187,75206,15 22 08.39,-47 55 38.9,4.99,230.5349753,-47.92746963,29.27,-141.44,-132.58,0.76,0.515, ,230.5344622,-47.92779187
230.6552403,62.04707594,75256,15 22 37.25,+62 02 49.8,5.99,230.6551921,62.04716944,7.07,9.3,-38.47,0.52,-0.033, ,230.6552403,62.04707594
230.6557157,39.58146272,75257,15 22 37.37,+39 34 53.4,5.56,230.6557087,39.58149619,1.23,2.21,-13.77,0.53,1.626, ,230.6557157,39.58146272
230.6600636,63.34143917,75260,15 22 38.43,+63 20 30.0,5.72,230.6601457,63.34166375,8.59,-15.15,-92.4,0.49,1.315, ,230.6600636,63.34143917
230.6702954,-44.68962207,75264,15 22 40.89,-44 41 22.5,3.37,230.6703647,-44.68957314,6.47,-20.25,-20.13,0.61,-0.191, ,230.6702954,-44.68962207
230.7889589,-36.8584886,75304,15 23 09.36,-36 51 30.4,4.54,230.7890137,-36.85843627,5.38,-18.05,-21.53,0.77,-0.155, ,230.7889589,-36.8584886
230.7937661,-60.65717607,75308,15 23 10.60,-60 39 25.6,5.65,230.7941726,-60.65710865,24,-81.96,-27.74,0.75,0.489, ,230.7937661,-60.65717607
230.8012969,30.2878122,75312,15 23 12.23,+30 17 17.7,4.99,230.8009428,30.28824114,53.7,125.77,-176.48,1.24,0.577, ,230.8012969,30.2878122
230.8443583,-59.32078728,75323,15 23 22.66,-59 19 14.5,4.48,230.8444073,-59.32069839,6.4,-10.29,-36.57,0.99,0.169, ,230.8443583,-59.32078728
230.9676628,-12.36950145,75352,15 23 52.26,-12 22 09.9,5.72,230.9677565,-12.36941286,5.41,-37.69,-36.45,0.77,1.039, ,230.9676628,-12.36950145
231.0495396,-10.32226578,75379,15 24 11.93,-10 19 18.8,4.92,231.0497089,-10.32189476,30.9,-68.52,-152.65,0.99,0.453, ,231.0495396,-10.32226578
231.1226159,37.37716675,75411,15 24 29.54,+37 22 37.1,4.31,231.1230676,37.37696091,26.96,-147.68,84.69,0.65,0.309, ,231.1226159,37.37716675
231.1875384,-39.71026857,75439,15 24 45.03,-39 42 36.5,5.36,231.1876181,-39.71013154,8.48,-25.25,-56.38,0.79,-0.093, ,231.1875384,-39.71026857
231.2323947,58.96606559,75458,15 24 55.78,+58 57 57.7,3.29,231.2324337,58.96602354,31.92,-8.27,17.3,0.51,1.166, ,231.2323947,58.96606559
231.3342417,-38.73362055,75501,15 25 20.25,-38 44 00.9,4.6,231.3343852,-38.7335881,8.72,-46.05,-13.35,1.34,0, ,231.3342417,-38.73362055
231.4474862,15.42803613,75530,15 25 47.41,+15 25 41.0,5.16,231.4475215,15.42805438,3.55,-14.02,-7.51,0.76,1.65, ,231.4474862,15.42803613
231.5613438,-68.30916685,75565,15 26 14.53,-68 18 33.1,5.89,231.5605344,-68.30918936,9.75,123.08,9.26,0.61,1, ,231.5613438,-68.30916685
231.5724334,34.33599626,75572,15 26 17.46,+34 20 09.1,5.46,231.5727702,34.3358496,6.66,-114.43,60.34,0.59,1.41, ,231.5724334,34.33599626
231.8255388,-36.76755989,75647,15 27 18.14,-36 46 03.0,5.46,231.8256031,-36.76750151,7.79,-21.21,-24.02,0.84,-0.15, ,231.8255388,-36.76755989
231.8878477,-64.53150379,75665,15 27 33.10,-64 31 53.2,5.71,231.8879207,-64.531457,4.8,-12.91,-19.25,0.68,1.646, ,231.8878477,-64.53150379
231.9572117,29.10570271,75695,15 27 49.85,+29 06 19.8,3.66,231.9577163,29.10549164,28.6,-181.39,86.84,0.69,0.319,P,231.9572117,29.10570271
231.9642629,60.67021675,75696,15 27 51.44,+60 40 12.8,5.9,231.9643467,60.67022438,5.48,-16.9,-3.14,0.48,1.441, ,231.9642629,60.67021675
232.0642008,-16.71648418,75730,15 28 15.40,-16 42 59.1,5.64,232.0641585,-16.7164031,3.59,16.66,-33.36,0.93,1.545, ,232.0642008,-16.71648418
232.1593213,1.842081205,75761,15 28 38.29,+01 50 31.8,5.15,232.1595269,1.84216258,26.68,-84.56,-33.48,0.75,0.245, ,232.1593213,1.8420812
232.3511213,-46.73270421,75828,15 29 24.28,-46 43 57.7,5.26,232.3511507,-46.7326907,3.68,-8.29,-5.56,0.74,1.731, ,232.3511213,-46.73270421
232.6683422,-16.6094644,75944,15 30 40.39,-16 36 34.0,5.82,232.6682815,-16.60945806,5.78,23.95,-2.61,0.83,1.056, ,232.6683422,-16.6094644
232.7323305,40.83304674,75973,15 30 55.75,+40 49 59.0,5.04,232.7322951,40.83306815,3.74,11.02,-8.81,0.54,1.589, ,232.7323305,40.83304674
232.7323523,64.20869349,75974,15 30 55.91,+64 12 30.6,5.74,232.7329774,64.20850517,10.24,-111.9,77.48,0.51,0.976, ,232.7323523,64.20869349
232.8538721,77.34935188,76008,15 31 25.05,+77 20 57.6,5,232.8543925,77.34933897,3.92,-46.89,5.31,0.5,1.545, ,232.8538721,77.34935188
232.8784225,-73.3895909,76013,15 31 30.82,-73 23 22.4,5.4,232.8784193,-73.38954647,3.2,0.38,-18.28,0.59,-0.146, ,232.8784225,-73.3895909
232.9457573,40.8993325,76041,15 31 46.99,+40 53 57.7,4.98,232.9458014,40.89936876,7.59,-13.73,-14.92,0.55,0.086, ,232.9457573,40.8993325
233.1529222,-19.67045969,76106,15 32 36.71,-19 40 13.3,5.5,233.152971,-19.67036366,14.39,-18.92,-39.51,0.82,0.197, ,233.1529222,-19.67045969
233.2300884,-16.85284434,76126,15 32 55.23,-16 51 10.1,5.53,233.2301155,-16.85280725,4.24,-10.66,-15.26,0.84,-0.148, ,233.2300884,-16.85284434
233.2324272,31.35913344,76127,15 32 55.80,+31 21 33.0,4.14,233.2324831,31.35915517,10.49,-19.62,-8.94,0.66,-0.127, ,233.2324272,31.35913344
233.2414075,-1.186399356,76133,15 32 57.95,-01 11 10.7,5.5,233.2414495,-1.18629929,12.06,-17.27,-41.17,0.72,1.092, ,233.2414075,-1.18639936
233.5071149,-40.06643242,76207,15 34 01.74,-40 03 58.9,5.82,233.5072393,-40.06634857,1.97,-39.18,-34.5,0.88,1.695,P,233.5071149,-40.06643242
233.5445866,-10.06452866,76219,15 34 10.52,-10 03 50.3,4.61,233.5438322,-10.06395962,34.54,305.62,-234.12,0.78,1, ,233.5445866,-10.06452866
233.6104727,-9.183416059,76243,15 34 26.53,-09 11 00.1,5.16,233.6105515,-9.18334968,9.3,-32.01,-27.31,0.86,-0.09,P,233.6104727,-9.18341606
233.6555021,-28.04698322,76259,15 34 37.31,-28 02 48.9,5.13,233.6554561,-28.04690734,8.84,16.72,-31.22,1.02,1.306, ,233.6555021,-28.04698322
233.6719505,26.71469302,76267,15 34 41.19,+26 42 53.7,2.22,233.6716229,26.71491041,43.65,120.38,-89.44,0.79,0.032,P,233.6719505,26.71469302
233.700613,10.53886686,76276,15 34 48.19,+10 32 19.9,3.8,233.7007926,10.53885916,15.54,-72.63,3.17,0.78,0.268,P,233.700613,10.53886686
233.7851997,-41.166757,76297,15 35 08.46,-41 10 00.1,2.8,233.7852516,-41.16669497,5.75,-16.05,-25.52,1.24,-0.216, ,233.7851997,-41.166757
233.8121608,39.01006717,76307,15 35 14.90,+39 00 36.2,5.14,233.8120839,39.01004619,5.71,24.61,8.63,0.56,1.65, ,233.8121608,39.01006717
233.8174967,53.92214366,76311,15 35 16.22,+53 55 19.7,5.97,233.8175709,53.9221386,8.24,-17.96,2.08,0.54,1.184, ,233.8174967,53.92214366
233.8815791,-14.78953681,76333,15 35 31.54,-14 47 22.4,3.91,233.881414,-14.78955365,21.42,65.67,6.93,0.9,1.007, ,233.8815791,-14.78953681
233.9718674,-44.95838909,76371,15 35 53.27,-44 57 30.0,4.55,233.9719375,-44.95833688,7.51,-20.42,-21.48,0.73,-0.175, ,233.9718674,-44.95838909
233.9876635,54.63056667,76376,15 35 57.08,+54 37 50.0,5.77,233.9878239,54.63056806,13.24,-38.19,-0.57,0.53,0.051, ,233.9876635,54.63056667
234.0504158,-44.39682312,76397,15 36 12.14,-44 23 48.1,5.44,234.0505689,-44.39668903,4.95,-45.01,-55.17,0.92,1.497, ,234.0504158,-44.39682312
234.1218293,16.11908473,76424,15 36 29.20,+16 07 08.8,5.93,234.1216483,16.1190982,20.4,71.54,-5.54,0.81,0.354, ,234.1218293,16.11908473
234.1232483,10.01017604,76425,15 36 29.55,+10 00 37.6,5.26,234.1231331,10.0104549,13.89,46.67,-114.73,0.7,0.925, ,234.1232483,10.01017604
234.1800937,-66.31703754,76440,15 36 43.19,-66 19 00.9,4.11,234.1799454,-66.31690469,15.09,24.51,-54.66,0.62,1.161, ,234.1800937,-66.31703754
234.2560409,-28.13507945,76470,15 37 01.46,-28 08 06.3,3.6,234.2560775,-28.13507099,16.76,-13.26,-3.48,0.84,1.361, ,234.2560409,-28.13507945
234.3833637,54.50873314,76509,15 37 32.04,+54 30 31.6,5.85,234.383511,54.50878294,9.18,-35.17,-20.49,0.51,1.098, ,234.3833637,54.50873314
234.413035,69.2833439,76519,15 37 39.21,+69 16 59.6,5.65,234.4133724,69.28321732,3.7,-49.11,52.08,0.47,1.371, ,234.413035,69.2833439
234.4501608,-23.14169782,76532,15 37 48.06,-23 08 29.5,5.79,234.4502446,-23.14151509,11.97,-31.72,-75.18,1.03,1.074, ,234.4501608,-23.14169782
234.4566552,40.3534329,76534,15 37 49.55,+40 21 11.8,5.25,234.4564624,40.35328811,20,60.45,59.57,0.56,0.886, ,234.4566552,40.3534329
234.5133558,-42.56734797,76552,15 38 03.32,-42 34 02.9,4.34,234.5138429,-42.56748493,14.19,-147.6,56.35,0.73,1.412, ,234.5133558,-42.56734797
234.5676105,46.79775126,76568,15 38 16.14,+46 47 52.8,5.76,234.5672655,46.79799524,27.98,97.18,-100.38,0.55,0.353, ,234.5676105,46.79775126
234.5678414,-21.01632655,76569,15 38 16.24,-21 00 58.2,5.82,234.5676753,-21.01615303,11.17,63.82,-71.39,0.9,1.077, ,234.5678414,-21.01632655
234.6424837,50.42328353,76594,15 38 34.20,+50 25 24.1,5.84,234.6425016,50.42335207,8.71,-4.69,-28.2,0.56,0.847, ,234.6424837,50.42328353
234.6640396,-29.77775386,76600,15 38 39.38,-29 46 39.7,3.66,234.6641015,-29.77768935,7.33,-22.1,-26.54,1.01,-0.177, ,234.6640396,-29.77775386
234.7061339,-52.37269466,76618,15 38 49.50,-52 22 21.4,5.43,234.7062698,-52.37261965,7.13,-34.13,-30.86,0.73,0.005, ,234.7061339,-52.37269466
234.7273306,-19.30189199,76628,15 38 54.51,-19 18 06.2,5.36,234.7271137,-19.30170914,9.6,84.2,-75.23,1.45,0.883, ,234.7273306,-19.30189199
234.8444695,36.63581181,76669,15 39 22.68,+36 38 09.0,4.64,234.8445158,36.63582763,6.89,-15.29,-6.51,0.67,-0.103, ,234.8444695,36.63581181
234.9415785,-34.41192603,76705,15 39 45.97,-34 24 42.8,4.66,234.9415619,-34.41189273,13.32,5.65,-13.7,0.81,0.964, ,234.9415785,-34.41192603
234.9856004,-59.90833817,76716,15 39 56.69,-59 54 28.1,5.95,234.9861914,-59.90781512,32.34,-121.9,-215.2,0.76,0.505, ,234.9856004,-59.90833817
235.0703974,-23.81807829,76742,15 40 16.91,-23 49 05.0,4.97,235.0704389,-23.81805841,8.55,-15.62,-8.18,0.98,1.302, ,235.0703974,-23.81807829
235.0888867,-73.44668497,76750,15 40 21.36,-73 26 47.9,5.64,235.0889955,-73.44663458,4.44,-12.76,-20.73,0.57,-0.04, ,235.0888867,-73.44668497
235.2974058,-44.66120503,76829,15 41 11.52,-44 39 38.0,4.64,235.2979823,-44.66055926,57.09,-168.7,-265.69,0.72,0.413, ,235.2974058,-44.66120503
235.3877301,19.67040059,76852,15 41 33.09,+19 40 13.8,4.51,235.3878846,19.67050566,16.97,-59.86,-43.23,0.77,0.062, ,235.3877301,19.67040059
235.4475645,12.84752763,76866,15 41 47.39,+12 50 51.1,5.34,235.4474656,12.84753869,14.28,39.68,-4.55,0.84,0.033,P,235.4475645,12.84752763
235.4778484,-76.08195925,76877,15 41 54.70,-76 04 54.7,5.95,235.4779312,-76.08186451,8.65,-8.2,-38.98,0.6,-0.034, ,235.4778484,-76.08195925
235.4779716,18.46403679,76878,15 41 54.76,+18 27 50.0,5.8,235.4781586,18.46389861,18.78,-73,56.85,0.82,0.207, ,235.4779716,18.46403679
235.4866587,-19.67882804,76880,15 41 56.82,-19 40 42.9,4.75,235.4867445,-19.67857446,8.16,-33.21,-104.33,1.29,1.574, ,235.4866587,-19.67882804
235.6596473,-37.42493556,76939,15 42 38.35,-37 25 29.6,5.23,235.6598014,-37.4248964,12.04,-50.36,-16.11,0.78,0.987, ,235.6596473,-37.42493556
235.6709172,-34.71040721,76945,15 42 41.04,-34 42 37.2,4.75,235.6709881,-34.71033325,8.24,-23.96,-30.43,0.84,-0.151, ,235.6709172,-34.71040721
235.6856876,26.29563742,76952,15 42 44.64,+26 17 43.9,3.81,235.6859927,26.29551419,22.48,-112.52,50.7,0.67,0.02, ,235.6856876,26.29563742
235.7114993,52.3609026,76957,15 42 50.82,+52 21 39.0,5.48,235.7117632,52.36083046,10.3,-66.3,29.68,0.5,-0.042, ,235.7114993,52.3609026
235.8205393,-84.46527293,76996,15 43 16.10,-84 27 55.8,5.57,235.8170866,-84.46550807,15.02,137.01,96.74,0.51,0.118, ,235.8205393,-84.46527293
235.9970855,32.51580692,77048,15 43 59.32,+32 30 57.0,5.57,235.9971685,32.51582804,13.11,-28.8,-8.69,0.58,1.076, ,235.9970855,32.51580692
236.0075819,2.515173286,77052,15 44 01.85,+02 30 55.9,5.86,236.0076913,2.51552506,68.16,-44.96,-144.73,0.87,0.684, ,236.0075819,2.51517329
236.0146639,77.79449293,77055,15 44 03.46,+77 47 40.2,4.29,236.0144331,77.79449901,8.68,20.07,-2.5,0.47,0.038, ,236.0146639,77.79449293
236.0183312,-15.67283378,77060,15 44 04.42,-15 40 21.6,5.41,236.0184183,-15.67267949,22.21,-34.49,-63.48,0.86,0.238, ,236.0183312,-15.67283378
236.0669785,6.425626995,77070,15 44 16.00,+06 25 31.9,2.63,236.0666491,6.42551971,44.54,134.66,44.14,0.71,1.167, ,236.0669785,6.42562699
236.0944762,-41.8190887,77086,15 44 22.69,-41 49 08.5,5.93,236.0945339,-41.81901826,7.07,-17.7,-28.98,0.95,-0.007, ,236.0944762,-41.8190887
236.3478491,5.447314797,77163,15 45 23.47,+05 26 50.4,5.57,236.3477828,5.44732255,8.49,27.17,-3.19,0.73,0.035, ,236.3478491,5.4473148
236.5234879,-1.804192779,77227,15 46 05.65,-01 48 14.8,5.39,236.523541,-1.80411556,7.99,-21.84,-31.77,0.68,-0.035, ,236.5234879,-1.80419278
236.5469016,15.42182561,77233,15 46 11.21,+15 25 18.9,3.65,236.5467288,15.42192602,21.31,68.54,-41.31,0.86,0.073, ,236.5469016,15.42182561
236.6108886,7.353073188,77257,15 46 26.75,+07 21 11.7,4.42,236.6114412,7.35323973,85.08,-225.51,-68.52,0.8,0.604, ,236.6108886,7.35307319
236.6448281,55.4747908,77272,15 46 34.88,+55 28 28.6,5.94,236.6453434,55.47460243,3.13,-120.14,77.5,0.54,1.404, ,236.6448282,55.4747908
236.6666889,62.59955706,77277,15 46 39.95,+62 35 58.9,5.19,236.6664776,62.59969448,12,40,-56.54,0.5,0.062, ,236.6666889,62.59955706
236.6842355,-34.68245371,77286,15 46 44.23,-34 40 56.6,5.61,236.6842941,-34.68238898,8.4,-19.83,-26.63,0.91,-0.117, ,236.6842355,-34.68245371
236.822163,14.1153483,77336,15 47 17.35,+14 06 55.0,5.71,236.8223009,14.11527157,12.95,-54.99,31.57,1.01,0.094, ,236.822163,14.1153483
236.9080276,55.37662695,77370,15 47 37.91,+55 22 35.8,5.85,236.9079735,55.37661523,12.56,12.64,4.82,0.52,0.249, ,236.9080276,55.37662695
236.9710673,-65.44229133,77390,15 47 53.10,-65 26 31.9,5.54,236.9712309,-65.44218988,8.03,-27.98,-41.74,1.29,0.231, ,236.9710673,-65.44229133
237.0554434,13.78907797,77412,15 48 13.31,+13 47 21.6,5.98,237.0554655,13.78933425,7.41,-8.84,-105.44,1.01,1.272, ,237.0554434,13.78907797
237.1433954,28.15674892,77442,15 48 34.42,+28 09 24.4,5.89,237.1434012,28.15677692,0.54,-2.1,-11.52,0.72,0.608, ,237.1433954,28.15674892
237.1849034,18.14156366,77450,15 48 44.41,+18 08 30.4,4.09,237.1850359,18.1417793,9.36,-51.78,-88.72,0.81,1.616, ,237.1849034,18.14156366
237.2366567,-3.818513089,77464,15 48 56.81,-03 49 06.7,5.53,237.2367276,-3.81852811,20.34,-29.12,6.18,0.7,0.12, ,237.2366567,-3.81851309
